"Collector.Collection.Number","Collector","Collection.Number","Longitude","Latitude","Altitude","Length.Lamina","Width.Lamina","Length.Synflorescence.Axis","Perimeter.Synflorescence.Axis","Number.Pairs.Sterile.Leaves.Per.Synflorescence","Number.Capitula.Per.Synflorescence","Length.Cyme.Peduncle","Diameter.Capitulum","Length.Sterile.Phyllary","Width.Sterile.Phyllary","Length.Ray.Flower.Corolla","Length.Disc.Flower.Corolla","Length.Disc.Flower.Tube","Type.Taxa","Cited.Cuatrecasas.Monograph.Taxa"
"YAM_457","Pineda Yam","457",-74.21447,4.2881,3905,24.382,3.42,42.6666666666667,2.6,0,4.33333333333333,2.65666666666667,1.995,NA,NA,NA,NA,NA,NA,NA
"YAM_458","Pineda Yam","458",-74.21447,4.2881,3905,NA,NA,NA,NA,0,8,NA,1.9125,NA,NA,NA,NA,NA,NA,NA
"YAM_459","Pineda Yam","459",-74.21651,4.28915,3930,NA,NA,26,1.23333333333333,5,8,2.28333333333333,1.395,11.35,5.06,9.75333333333333,6.21,5.7,NA,NA
"YAM_460","Pineda Yam","460",-74.19669,4.29028,3799,16.0943333333333,1.98333333333333,55.6666666666667,1.9,1,9,2.27666666666667,1.4875,NA,NA,NA,NA,NA,NA,NA
"YAM_461","Pineda Yam","461",-74.19669,4.29028,3799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_462","Pineda Yam","462",-74.18805,4.29279,3829,21.561,3.034,62.6666666666667,1.63333333333333,1,13.6666666666667,3.205,2.34,NA,NA,NA,NA,NA,NA,NA
"YAM_463","Pineda Yam","463",-74.18805,4.29279,3829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_464","Pineda Yam","464",-74.18805,4.29279,3829,22.4696666666667,2.84133333333333,55,1.93333333333333,0,6.66666666666667,4.21166666666667,2.2775,NA,NA,NA,NA,NA,NA,NA
"YAM_465","Pineda Yam","465",-74.18805,4.29279,3829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_466","Pineda Yam","466",-74.18947,4.2928,3828,19.8283333333333,2.55366666666667,57.3333333333333,1.66666666666667,1,8,3.60333333333333,2.2475,NA,NA,NA,NA,NA,NA,NA
"YAM_467","Pineda Yam","467",-74.18947,4.2928,3828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_468","Pineda Yam","468",-74.18947,4.2928,3828,18.0296666666667,2.813,40.3333333333333,1.7,0,6.33333333333333,2.816,2.1375,14.2066666666667,6.26,10.73,6.67333333333333,5.85333333333333,NA,NA
"YAM_469","Pineda Yam","469",-74.18947,4.2928,3828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_470","Pineda Yam","470",-74.21443,4.27666,3861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_471","Pineda Yam","471",-74.21443,4.27666,3861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_472","Pineda Yam","472",-74.21443,4.27666,3861,23.006,2.215,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_473","Pineda Yam","473",-74.21443,4.27666,3861,30.991,3.42866666666667,61.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_474","Pineda Yam","474",-74.20083,4.29665,3749,26.5973333333333,4.82566666666667,83.6666666666667,2.5,1,7.33333333333333,4.25333333333333,2.77,NA,NA,NA,NA,NA,NA,NA
"YAM_475","Pineda Yam","475",-74.20083,4.29665,3749,37.9916666666667,6.25633333333333,90.3333333333333,2.93333333333333,0,7.33333333333333,12.4166666666667,3.1875,NA,NA,NA,NA,NA,NA,NA
"YAM_476","Pineda Yam","476",-74.19083,4.29166,3642,31.5373333333333,3.70266666666667,84.6666666666667,2.73333333333333,0,21.3333333333333,3.26833333333333,1.5075,NA,NA,NA,NA,NA,NA,NA
"YAM_477","Pineda Yam","477",-74.19083,4.29166,3642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_478","Pineda Yam","478",-74.19083,4.29166,3642,3.96966666666667,3.96966666666667,99.3333333333333,2,1,13.6666666666667,3.71,1.2875,NA,NA,NA,NA,NA,NA,NA
"YAM_479","Pineda Yam","479",-74.19083,4.29166,3642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_480","Pineda Yam","480",-74.20557,4.28582,3729,40.2003333333333,3.85766666666667,68.3333333333333,3.36666666666667,0,6,4.21666666666667,2.0825,NA,NA,NA,NA,NA,NA,NA
"YAM_481","Pineda Yam","481",-74.20557,4.28582,3729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_482","Pineda Yam","482",-74.20557,4.28582,3729,25.9253333333333,3.03533333333333,59,2.4,0,16,2.24333333333333,1.64,NA,NA,NA,NA,NA,NA,NA
"YAM_483","Pineda Yam","483",-74.2,4.27973,3710,24.893,3.09166666666667,69.3333333333333,2.63333333333333,0,11.6666666666667,2.265,2.2375,NA,NA,NA,NA,NA,NA,NA
"YAM_484","Pineda Yam","484",-74.2,4.27973,3710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_485","Pineda Yam","485",-74.2,4.27973,3710,20.1446666666667,2.60766666666667,69,2.43333333333333,1,18.6666666666667,2.54833333333333,1.8425,NA,NA,NA,NA,NA,NA,NA
"YAM_486","Pineda Yam","486",-74.2,4.27973,3710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_487","Pineda Yam","487",-74.20275,4.2764,3820,19.891,3.09466666666667,57.3333333333333,2.1,0,12,3.60666666666667,1.84,9.27,4.26666666666667,8.33333333333333,5.38,4.68,NA,NA
"YAM_488","Pineda Yam","488",-74.20275,4.2764,3820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_489","Pineda Yam","489",-74.20275,4.2764,3820,26.5083333333333,2.92233333333333,71.6666666666667,2.26666666666667,1,10.3333333333333,1.73,2.5475,NA,NA,NA,NA,NA,NA,NA
"YAM_490","Pineda Yam","490",-74.20275,4.2764,3820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_491","Pineda Yam","491",-74.1942,4.27584,3651,27.99,2.96833333333333,77,2.16666666666667,1,9.33333333333333,3.33333333333333,2.01,NA,NA,NA,NA,NA,NA,NA
"YAM_492","Pineda Yam","492",-74.1942,4.27584,3651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_493","Pineda Yam","493",-74.1942,4.27584,3651,32.4173333333333,3.43933333333333,53,2.63333333333333,0,6.33333333333333,2.75,2.2575,NA,NA,NA,NA,NA,NA,NA
"YAM_494","Pineda Yam","494",-74.1942,4.27584,3651,18.9513333333333,3.05933333333333,61.6666666666667,2.76666666666667,0,13.3333333333333,2.04833333333333,2.2,NA,NA,NA,NA,NA,NA,NA
"YAM_495","Pineda Yam","495",-74.1942,4.27584,3651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_496","Pineda Yam","496",-74.18807,4.29283,3828,16.3273333333333,2.333,56.3333333333333,2.03333333333333,1,11.6666666666667,2.96666666666667,1.335,NA,NA,NA,NA,NA,NA,NA
"YAM_497","Pineda Yam","497",-74.18807,4.29283,3828,19.3503333333333,2.88966666666667,43.5,1.7,0,11,1.615,1.72875,9.39,4.37,11.32,6.83666666666667,2.26666666666667,NA,NA
"YAM_498","Pineda Yam","498",-74.21448,4.28808,3906,NA,NA,50,1.93333333333333,1,8,2.96166666666667,2.07,NA,NA,NA,NA,NA,NA,NA
"YAM_499","Pineda Yam","499",-74.21448,4.28808,3906,25.8413333333333,3.73166666666667,43,2.83333333333333,0,5,2.57,3.425,NA,NA,NA,NA,NA,NA,NA
"YAM_500","Pineda Yam","500",-74.2586,4.04334,4071,NA,NA,51.3333333333333,1.96666666666667,2.5,21,2.45,1.4325,NA,NA,NA,NA,NA,NA,NA
"YAM_501","Pineda Yam","501",-74.2587,4.04335,4071,NA,NA,NA,2.8,4.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_502","Pineda Yam","502",-74.2588,4.04336,4071,25.7836666666667,3.70133333333333,58,2.55,5.5,18.5,0.863333333333333,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_503","Pineda Yam","503",-74.25371,4.03797,4004,32.3273333333333,4.625,57,2.86666666666667,0.5,11,4.77666666666667,2.2,NA,NA,NA,NA,NA,NA,NA
"YAM_504","Pineda Yam","504",-74.25333,4.03777,4007,25.8983333333333,4.17933333333333,60.6666666666667,2.53333333333333,2.5,14,4.14333333333333,2.5275,NA,NA,NA,NA,NA,NA,NA
"YAM_505","Pineda Yam","505",-74.25333,4.03777,4007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_506","Pineda Yam","506",-74.25333,4.03777,4007,37.5456666666667,3.83133333333333,56.6666666666667,2.1,0,3,4.67833333333333,3.27,24.29,4.89666666666667,14.9566666666667,7.47333333333333,1.86333333333333,NA,NA
"YAM_507","Pineda Yam","507",-74.25499,4.03832,3983,32.1263333333333,4.03033333333333,77.3333333333333,3.16666666666667,3,26,2.88966666666667,1.4225,NA,NA,NA,NA,NA,NA,NA
"YAM_508","Pineda Yam","508",-74.25499,4.03832,3983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_509","Pineda Yam","509",-74.25723,4.05194,4074,27.1886666666667,3.171,52,2.8,2.5,10.3333333333333,1.61333333333333,1.9375,NA,NA,NA,NA,NA,NA,NA
"YAM_510","Pineda Yam","510",-74.25723,4.05194,4074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_511","Pineda Yam","511",-74.25472,4.05361,4102,24.8896666666667,2.74133333333333,67,1.73333333333333,1,17.3333333333333,2.74666666666667,1.4425,14.1633333333333,6.01,10.0266666666667,5.99,2.03333333333333,NA,NA
"YAM_512","Pineda Yam","512",-74.25472,4.05361,4102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_513","Pineda Yam","513",-74.25472,4.05361,4102,20.5516666666667,3.676,49.6666666666667,2.5,2.5,14,2.45166666666667,1.6625,NA,NA,NA,NA,NA,NA,NA
"YAM_514","Pineda Yam","514",-74.26167,4.05667,3884,33.6393333333333,4.26066666666667,51.6666666666667,2.33333333333333,0,13.3333333333333,1.53833333333333,2.305,NA,NA,NA,NA,NA,NA,NA
"YAM_515","Pineda Yam","515",-74.26167,4.05667,3884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_516","Pineda Yam","516",-74.26017,4.05649,3931,35.7766666666667,3.663,54,2.9,0,3,10.25,3.525,NA,NA,NA,NA,NA,NA,NA
"YAM_517","Pineda Yam","517",-74.26556,4.05084,3831,27.0153333333333,5.20533333333333,55.3333333333333,2.26666666666667,0,12.6666666666667,0.913,2.015,NA,NA,NA,NA,NA,NA,NA
"YAM_518","Pineda Yam","518",-74.26556,4.05084,3831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_519","Pineda Yam","519",-74.2661,4.04139,3919,24.7343333333333,3.06,47,2.13333333333333,0,14.6666666666667,2.38166666666667,2.05375,11.28,5.11,9.09333333333333,6.57,1.69333333333333,NA,NA
"YAM_520","Pineda Yam","520",-74.2661,4.04139,3919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_521","Pineda Yam","521",-74.2661,4.04139,3919,28.089,4.30866666666667,53.3333333333333,1.53333333333333,0,4,3.80166666666667,2.0925,10.74,5.47,8.98333333333333,6.57666666666667,2.01333333333333,NA,NA
"YAM_522","Pineda Yam","522",-74.2661,4.04139,3919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_523","Pineda Yam","523",-74.2661,4.04139,3919,21.943,3.24933333333333,48,2.73333333333333,4,10,2.7,1.5725,NA,NA,NA,NA,NA,NA,NA
"YAM_524","Pineda Yam","524",-74.2661,4.04139,3919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_525","Pineda Yam","525",-74.2661,4.04139,3919,23.7853333333333,3.43466666666667,41,1.96666666666667,2,11.6666666666667,1.92333333333333,1.59,10.8266666666667,4.97,10.8933333333333,6.25666666666667,1.80666666666667,NA,NA
"YAM_526","Pineda Yam","526",-74.2661,4.04139,3919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_527","Pineda Yam","527",-74.33566,3.81883,4101,26.7926666666667,4.306,52.6666666666667,2.06666666666667,1,5,3.91,2.2125,NA,NA,NA,NA,NA,NA,NA
"YAM_528","Pineda Yam","528",-74.33582,3.81834,4117,NA,NA,50.6666666666667,2.5,0,3,10,3.7,NA,NA,NA,NA,NA,NA,NA
"YAM_529","Pineda Yam","529",-74.33582,3.81834,4117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_530","Pineda Yam","530",-74.33582,3.81834,4117,28.4083333333333,3.82266666666667,64,2.7,0,5.33333333333333,10.7333333333333,3.6475,NA,NA,NA,NA,NA,NA,NA
"YAM_531","Pineda Yam","531",-74.33501,3.81696,4120,26.3803333333333,4.476,53,2.03333333333333,0,3,6.6,2.875,NA,NA,NA,NA,NA,NA,NA
"YAM_532","Pineda Yam","532",-74.33501,3.81696,4120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_533","Pineda Yam","533",-74.33501,3.81696,4120,31.9523333333333,4.10933333333333,49.6666666666667,4.73333333333333,0.5,11,5.51166666666667,2.4125,NA,NA,NA,NA,NA,NA,NA
"YAM_534","Pineda Yam","534",-74.33501,3.81696,4120,30.4703333333333,2.79833333333333,42,2.96666666666667,0,5,15.5,3.55,NA,NA,NA,NA,NA,NA,NA
"YAM_535","Pineda Yam","535",-74.33651,3.82129,4028,27.8826666666667,4.21633333333333,49.6666666666667,2,0,3,4.915,2.85,19.5433333333333,4.62,17.0233333333333,9.55,1.97333333333333,NA,NA
"YAM_536","Pineda Yam","536",-74.33637,3.81388,4053,24.7426666666667,3.50666666666667,60.6666666666667,3.53333333333333,2.5,12.6666666666667,1.68333333333333,2.0725,NA,NA,NA,NA,NA,NA,NA
"YAM_537","Pineda Yam","537",-74.33637,3.81388,4053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_538","Pineda Yam","538",-74.33637,3.81388,4053,23.1696666666667,3.38466666666667,46,4.23333333333333,0,7.33333333333333,6.33666666666667,2.89,21.7466666666667,4.73666666666667,10.35,7.04333333333333,5.07666666666667,NA,NA
"YAM_539","Pineda Yam","539",-74.33637,3.81388,4053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_540","Pineda Yam","540",-74.33637,3.81388,4053,23.8516666666667,3.40833333333333,44,2.66666666666667,0,7.33333333333333,5.30166666666667,2.03,NA,NA,NA,NA,NA,NA,NA
"YAM_541","Pineda Yam","541",-74.33637,3.81388,4053,28.208,3.91933333333333,48,2.4,0,4,13.2166666666667,3.575,NA,NA,NA,NA,NA,NA,NA
"YAM_542","Pineda Yam","542",-74.33777,3.81084,4009,30.769,5.381,80.3333333333333,3.3,2,25,2.85166666666667,2.3425,NA,NA,NA,NA,NA,NA,NA
"YAM_543","Pineda Yam","543",-74.33777,3.81084,4009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_544","Pineda Yam","544",-74.33802,3.81046,4014,26.402,4.556,55.5,2.3,3,14,1.625,2.13,11.7033333333333,7.23333333333333,15.8133333333333,6.19333333333333,1.53666666666667,NA,NA
"YAM_545","Pineda Yam","545",-74.33807,3.8107,4012,23.3706666666667,4.59866666666667,49.3333333333333,2.46666666666667,3.5,9.33333333333333,1.25166666666667,1.185,12.8833333333333,9.51666666666667,11.61,7.33333333333333,5.89,NA,NA
"YAM_546","Pineda Yam","546",-74.33762,3.81122,4009,33.3823333333333,3.233,48.6666666666667,3.7,0,9,10.2116666666667,2.185,17.2,8.04,11.4,8.04,5.45333333333333,NA,NA
"YAM_547","Pineda Yam","547",NA,NA,NA,31.4043333333333,4.83,73,4.26666666666667,2.5,20.3333333333333,2.305,2.2775,NA,NA,NA,NA,NA,NA,NA
"YAM_548","Pineda Yam","548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_549","Pineda Yam","549",-74.3309,3.81376,3921,35.161,5.66866666666667,64.3333333333333,3,2,15.6666666666667,2.455,2.3025,13.5633333333333,5.71666666666667,11.4166666666667,6.79,2.81666666666667,NA,NA
"YAM_550","Pineda Yam","550",-74.33501,3.80389,3894,33.963,4.308,62.3333333333333,2.13333333333333,1,16,2.44666666666667,1.73333333333333,12.41,4.22666666666667,11.7833333333333,6.34333333333333,2.18333333333333,NA,NA
"YAM_551","Pineda Yam","551",-74.18725,4.29332,3840,18.7483333333333,2.59533333333333,52,2,1,8.66666666666667,3.27666666666667,2.02,NA,NA,NA,NA,NA,NA,NA
"YAM_552","Pineda Yam","552",-74.18725,4.29332,3840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_553","Pineda Yam","553",-74.18725,4.29332,3840,20.5233333333333,2.388,50.3333333333333,1.6,0,8.33333333333333,2.576,2.2425,NA,NA,NA,NA,NA,NA,NA
"YAM_554","Pineda Yam","554",-74.18725,4.29332,3840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_555","Pineda Yam","555",-74.17307,4.29693,3591,32.7806666666667,3.43566666666667,94.3333333333333,3.26666666666667,1,22.6666666666667,2.81,1.825,NA,NA,NA,NA,NA,NA,NA
"YAM_556","Pineda Yam","556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_557","Pineda Yam","557",-74.16946,4.29631,3668,39.8463333333333,4.35533333333333,99,2.2,1,20.6666666666667,2.76166666666667,1.6625,NA,NA,NA,NA,NA,NA,NA
"YAM_558","Pineda Yam","558",-74.16946,4.29631,3668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_559","Pineda Yam","559",-74.16946,4.29631,3668,32.7073333333333,3.505,70.3333333333333,2.8,0,15.6666666666667,3.76833333333333,1.74,NA,NA,NA,NA,NA,NA,NA
"YAM_560","Pineda Yam","560",-74.21668,4.28945,3926,22.9483333333333,3.01066666666667,40,2.4,1,7.66666666666667,4.15166666666667,2.655,NA,NA,NA,NA,NA,NA,NA
"YAM_561","Pineda Yam","561",-74.1694,4.29393,3698,22.36,2.91933333333333,41.6666666666667,2,1,7,1.85,1.3825,8.36233333333333,3.84,8.76,5.9,2.33333333333333,NA,NA
"YAM_562","Pineda Yam","562",-74.1694,4.29393,3698,NA,NA,NA,NA,1,6,2.95,1.515,NA,NA,NA,NA,NA,NA,NA
"YAM_563","Pineda Yam","563",-74.1694,4.29393,3698,22.2406666666667,3.24433333333333,61,2.16666666666667,0,7.66666666666667,1.86333333333333,2.2125,NA,NA,NA,NA,NA,NA,NA
"YAM_564","Pineda Yam","564",-74.21668,4.28945,3926,16.6626666666667,2.88433333333333,35,2.03333333333333,0,5.33333333333333,2.486,1.8575,NA,NA,NA,NA,NA,NA,NA
"YAM_565","Pineda Yam","565",-74.21668,4.28945,3926,31.463,3.559,46.3333333333333,2.76666666666667,0,5,3.14,2.82,NA,NA,NA,NA,NA,NA,NA
"YAM_566","Pineda Yam","566",-74.22277,4.28974,3667,19.157,2.305,35.6666666666667,1.63333333333333,1,10.6666666666667,3.96,2.28,NA,NA,NA,NA,NA,NA,NA
"YAM_567","Pineda Yam","567",-74.22277,4.28974,3667,33.5776666666667,4.28933333333333,81,2,1,7,3.82833333333333,1.975,NA,NA,NA,NA,NA,NA,NA
"YAM_568","Pineda Yam","568",-74.22277,4.28974,3667,25.7343333333333,2.95233333333333,60.6666666666667,2.6,0,12,2.185,2.1525,NA,NA,NA,NA,NA,NA,NA
"YAM_569","Pineda Yam","569",-74.22665,4.29335,3656,27.658,3.735,70,2.1,1,9.5,1.5,1.685,NA,NA,NA,NA,NA,NA,NA
"YAM_570","Pineda Yam","570",-74.22665,4.29335,3656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_571","Pineda Yam","571",-74.18555,4.26698,3743,27.0476666666667,3.48866666666667,70.6666666666667,2.5,0,16.3333333333333,2.90666666666667,2.2525,NA,NA,NA,NA,NA,NA,NA
"YAM_572","Pineda Yam","572",-74.18555,4.26698,3743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_573","Pineda Yam","573",-74.18555,4.26698,3743,NA,NA,66.6666666666667,1.6,1,12,2.52,1.6775,11.1966666666667,3.40666666666667,11.6966666666667,5.33666666666667,1.78666666666667,NA,NA
"YAM_574","Pineda Yam","574",-74.18555,4.26698,3743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_575","Pineda Yam","575",-74.1814,4.26721,3674,32.882,3.72466666666667,80.6666666666667,2.3,1,16,3.20166666666667,1.9125,NA,NA,NA,NA,NA,NA,NA
"YAM_576","Pineda Yam","576",-74.1814,4.26721,3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_577","Pineda Yam","577",-74.1814,4.26721,3674,40.5125,4.531,85.6666666666667,3.66666666666667,0,8.66666666666667,11.4166666666667,2.79,NA,NA,NA,NA,NA,NA,NA
"YAM_578","Pineda Yam","578",-74.1814,4.26721,3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_579","Pineda Yam","579",-74.1814,4.26721,3674,36.3586666666667,3.97466666666667,69.6666666666667,2.76666666666667,0,6.33333333333333,6.326,2.5375,NA,NA,NA,NA,NA,NA,NA
"YAM_580","Pineda Yam","580",-74.1814,4.26721,3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_581","Pineda Yam","581",-74.1814,4.26721,3674,34.2233333333333,4.058,65.3333333333333,2.13333333333333,0,13.3333333333333,3.88166666666667,1.7925,NA,NA,NA,NA,NA,NA,NA
"YAM_582","Pineda Yam","582",-74.1814,4.26721,3674,44.478,4.574,101.833333333333,2.86666666666667,1,22.3333333333333,2.90166666666667,1.95,NA,NA,NA,NA,NA,NA,NA
"YAM_583","Pineda Yam","583",-74.17501,4.26193,3655,NA,NA,100.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_584","Pineda Yam","584",-74.17501,4.26193,3655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_585","Pineda Yam","585",-74.18111,4.25777,3671,42.3996666666667,4.768,66.6666666666667,3.6,0,7.66666666666667,5.12666666666667,3.465,NA,NA,NA,NA,NA,NA,NA
"YAM_586","Pineda Yam","586",-74.18111,4.25777,3671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_587","Pineda Yam","587",-74.18668,4.2889,3753,16.461,2.14433333333333,46.3333333333333,1.56666666666667,1,6.33333333333333,4.55333333333333,2.295,NA,NA,NA,NA,NA,NA,NA
"YAM_588","Pineda Yam","588",-74.18668,4.2889,3753,28.362,3.14633333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_589","Pineda Yam","589",-74.18668,4.2889,3753,NA,NA,45.6666666666667,1.36666666666667,1,5.66666666666667,3.57833333333333,1.45625,9.25666666666667,3.21333333333333,11.6466666666667,6.02333333333333,2.24333333333333,NA,NA
"YAM_590","Pineda Yam","590",-74.18668,4.2889,3753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_591","Pineda Yam","591",-74.18221,4.29084,3684,29.248,4.58966666666667,71.1,2.3,1,12,2.61166666666667,1.5575,NA,NA,NA,NA,NA,NA,NA
"YAM_592","Pineda Yam","592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_593","Pineda Yam","593",-74.18221,4.29084,3684,30.166,4.29333333333333,70.3333333333333,2.36666666666667,0,8.66666666666667,2.172,2.30571428571429,NA,NA,NA,NA,NA,NA,NA
"YAM_594","Pineda Yam","594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_595","Pineda Yam","595",-74.18053,4.29145,3685,27.6116666666667,4.33933333333333,71.25,2.55,0,8.5,2.78333333333333,2.6275,NA,NA,NA,NA,NA,NA,NA
"YAM_596","Pineda Yam","596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_597","Pineda Yam","597",-74.18361,4.28194,3809,24.6313333333333,2.84266666666667,75,2.56666666666667,1,11.3333333333333,2.585,1.825,NA,NA,NA,NA,NA,NA,NA
"YAM_598","Pineda Yam","598",-74.18361,4.28194,3809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_599","Pineda Yam","599",-74.18361,4.28194,3809,18.2583333333333,2.287,59,2.03333333333333,0,9.33333333333333,2.46166666666667,2.1125,NA,NA,NA,NA,NA,NA,NA
"YAM_600","Pineda Yam","600",-74.18361,4.28194,3809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAM_601","Pineda Yam","601",-74.43896,3.81417,3877,42.5866666666667,3.484,57.3333333333333,2.33333333333333,0,3,11.5333333333333,3.27,29.04,8.96,15.4933333333333,8.86,1.93666666666667,NA,NA
"YAM_602","Pineda Yam","602",-74.43896,3.81417,3877,35.3056666666667,4.03333333333333,90.5,2.76666666666667,4,14.3333333333333,3.935,1.7525,13.3666666666667,9.06,10.7766666666667,6.13,2.05,NA,NA
"YAM_603","Pineda Yam","603",NA,NA,NA,40.196,5.182,59.8333333333333,1.66666666666667,0,12,1.97166666666667,1.5925,9.74,3.93,8.72,6.63333333333333,1.69,NA,NA
"YAM_604","Pineda Yam","604",-74.42455,3.82511,3703,42.3836666666667,7.827,95,4.06666666666667,1,22.6666666666667,7.07,2.655,NA,NA,NA,NA,NA,NA,NA
"YAM_605","Pineda Yam","605",-74.41434,3.82511,3630,48.6786666666667,4.21766666666667,70,3.47,0,39.3333333333333,1.63666666666667,1.6025,NA,NA,NA,NA,NA,NA,NA
"YAM_606","Pineda Yam","606",-74.43896,3.81417,3877,33.1626666666667,3.695,47,1.53333333333333,0,9.33333333333333,3.035,1.525,8.79666666666667,2.88,7.58,5.73,1.53,NA,NA
"YAM_607","Pineda Yam","607",-74.41383,3.8206,3617,NA,NA,57,3.8,0,28.5,2.568,1.8725,8.11333333333333,3.03,6.91333333333333,5.79333333333333,5.36666666666667,NA,NA
